A,B,C,D,E,F 
watch,0.4,0.25,0.27599999999999997,0.284,0.258
dream,0.794,0.308,0.356,0.364,0.284
cheer,0.876,0.20800000000000002,0.23399999999999999,0.21600000000000003,0.22599999999999998
month,0.33199999999999996,0.236,0.242,0.252,0.22799999999999998
shadow,0.304,0.27799999999999997,0.34199999999999997,0.45999999999999996,0.242
complete,0,0,0,0,0
computer,0.538,0.368,0.258,0.286,0.284
not name,0.492,0.702,0.7220000000000001,0.736,0.748
cook,0.596,0.27,0.24,0.26,0.242
food,0.75,0.294,0.252,0.262,0.322
computer,0.538,0.368,0.258,0.286,0.284
most egg,0.33480000000000004,0.21059999999999998,0.2052,0.2142,0.2556
like free,0.6976000000000001,0.184,0.184,0.21280000000000002,0.17440000000000003
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997
win,0.874,0.27,0.264,0.27,0.23399999999999999
more,0,0,0,0,0
crime killer,0.21000000000000002,0.774,0.7,0.7889999999999999,0.659
hat,0.43600000000000005,0.22999999999999998,0.22999999999999998,0.22799999999999998,0.236
most part world,0.43520000000000003,0.2752,0.31710000000000005,0.2993,0.2674
movie,0.786,0.346,0.426,0.386,0.33199999999999996
secure,0.8119999999999999,0.22599999999999998,0.258,0.302,0.22799999999999998
red food not,0.604,0.382,0.267,0.325,0.29300000000000004
cook,0.596,0.27,0.24,0.26,0.242
cook,0.596,0.27,0.24,0.26,0.242
cook cut,0.409,0.41600000000000004,0.375,0.43499999999999994,0.368
watch,0.4,0.25,0.27599999999999997,0.284,0.258
computer,0.538,0.368,0.258,0.286,0.284
face,0.624,0.368,0.4,0.372,0.348
avenue very world,0.3395,0.193,0.2065,0.20600000000000002,0.192
never,0,0,0,0,0
most,0,0,0,0,0
letter,0.584,0.264,0.296,0.296,0.242
imagine,0.716,0.236,0.252,0.312,0.22999999999999998
crime killer,0.21000000000000002,0.774,0.7,0.7889999999999999,0.659
crime killer,0.21000000000000002,0.774,0.7,0.7889999999999999,0.659
spirit,0.742,0.27999999999999997,0.288,0.298,0.264
music,0.852,0.32599999999999996,0.358,0.264,0.244
air month learn more,0.5399999999999999,0.264,0.25666666666666665,0.2753333333333333,0.23
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
lawsuit more,0.238,0.738,0.534,0.612,0.534
cook privacy,0.607,0.28700000000000003,0.26399999999999996,0.288,0.23700000000000002
computer,0.538,0.368,0.258,0.286,0.284
computer,0.538,0.368,0.258,0.286,0.284
patent,0.344,0.266,0.266,0.284,0.246
little,0,0,0,0,0
watch,0.4,0.25,0.27599999999999997,0.284,0.258
little,0,0,0,0,0
little,0,0,0,0,0
little,0,0,0,0,0
lost,0.268,0.48600000000000004,0.58,0.6940000000000001,0.33199999999999996
cut,0.22200000000000003,0.562,0.51,0.61,0.49400000000000005
air month learn more,0.5399999999999999,0.264,0.25666666666666665,0.2753333333333333,0.23
air month learn more,0.5399999999999999,0.264,0.25666666666666665,0.2753333333333333,0.23
air month learn more,0.5399999999999999,0.264,0.25666666666666665,0.2753333333333333,0.23
air month learn more,0.5399999999999999,0.264,0.25666666666666665,0.2753333333333333,0.23
air month learn more,0.5399999999999999,0.264,0.25666666666666665,0.2753333333333333,0.23
lost learn,0.487,0.413,0.442,0.513,0.277
lightning,0.386,0.382,0.302,0.5820000000000001,0.238
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
computer,0.538,0.368,0.258,0.286,0.284
man failure,0.44799999999999995,0.5640000000000001,0.587,0.5700000000000001,0.45599999999999996
computer computer computer,0.538,0.36800000000000005,0.258,0.286,0.284
any,0,0,0,0,0
blue,0.53,0.288,0.5519999999999999,0.284,0.256
sin sin,0.23399999999999999,0.544,0.562,0.5660000000000001,0.538
watch,0.4,0.25,0.27599999999999997,0.284,0.258
arm,0.366,0.246,0.21800000000000003,0.23399999999999999,0.22599999999999998
ship,0.43200000000000005,0.22599999999999998,0.25,0.33999999999999997,0.22599999999999998
man,0.6679999999999999,0.396,0.362,0.36,0.33999999999999997
face,0.624,0.368,0.4,0.372,0.348
cook privacy,0.607,0.28700000000000003,0.26399999999999996,0.288,0.23700000000000002
option,0.5780000000000001,0.264,0.238,0.314,0.21600000000000003
cook,0.596,0.27,0.24,0.26,0.242
thought not,0.564,0.384,0.398,0.394,0.344
music,0.852,0.32599999999999996,0.358,0.264,0.244
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998
music,0.852,0.32599999999999996,0.358,0.264,0.244
music,0.852,0.32599999999999996,0.358,0.264,0.244
cook privacy,0.607,0.28700000000000003,0.26399999999999996,0.288,0.23700000000000002
more,0,0,0,0,0
cook,0.596,0.27,0.24,0.26,0.242
heart music,0.7969999999999999,0.301,0.35300000000000004,0.28500000000000003,0.253
very very,0,0,0,0,0
music,0.852,0.32599999999999996,0.358,0.264,0.244
music,0.852,0.32599999999999996,0.358,0.264,0.244
heart music,0.7969999999999999,0.301,0.35300000000000004,0.28500000000000003,0.253
very,0,0,0,0,0
music,0.852,0.32599999999999996,0.358,0.264,0.244
office,0.38,0.42800000000000005,0.388,0.378,0.33999999999999997
watch,0.4,0.25,0.27599999999999997,0.284,0.258
trust,0.8220000000000001,0.308,0.31,0.382,0.27
trust,0.8220000000000001,0.308,0.31,0.382,0.27
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998
thought not,0.564,0.384,0.398,0.394,0.344
car,0.718,0.32599999999999996,0.29,0.384,0.256
gift,0.9119999999999999,0.238,0.238,0.26,0.22200000000000003
hat hat,0.43600000000000005,0.22999999999999998,0.22999999999999998,0.22799999999999998,0.236
too,0,0,0,0,0
cook,0.596,0.27,0.24,0.26,0.242
boy,0.5980000000000001,0.33399999999999996,0.34199999999999997,0.34199999999999997,0.32
any danger,0.748,0.536,0.522,0.18200000000000002,0.672
tree,0.516,0.22400000000000003,0.22799999999999998,0.23399999999999999,0.21200000000000002
more,0,0,0,0,0
more,0,0,0,0,0
man failure,0.44799999999999995,0.5640000000000001,0.587,0.5700000000000001,0.45599999999999996
man failure,0.44799999999999995,0.5640000000000001,0.587,0.5700000000000001,0.45599999999999996
cook,0.596,0.27,0.24,0.26,0.242
hard,0.32999999999999996,0.44400000000000006,0.35,0.442,0.27999999999999997
gift,0.9119999999999999,0.238,0.238,0.26,0.22200000000000003
any,0,0,0,0,0
cook,0.596,0.27,0.24,0.26,0.242
nice people not,0.74,0.302,0.30599999999999994,0.307,0.284
plant,0.5,0.23399999999999999,0.22999999999999998,0.236,0.21800000000000003
hat,0.43600000000000005,0.22999999999999998,0.22999999999999998,0.22799999999999998,0.236
time,0.414,0.356,0.39,0.43200000000000005,0.264
man failure,0.44799999999999995,0.5640000000000001,0.587,0.5700000000000001,0.45599999999999996
watch,0.4,0.25,0.27599999999999997,0.284,0.258
dove,0.712,0.21800000000000003,0.252,0.21800000000000003,0.21800000000000003
skull,0.23399999999999999,0.388,0.4,0.54,0.49000000000000005
dove,0.712,0.21800000000000003,0.252,0.21800000000000003,0.21800000000000003
man failure,0.44799999999999995,0.5640000000000001,0.587,0.5700000000000001,0.45599999999999996
war,0.22999999999999998,0.736,0.734,0.79,0.618
hard,0.32999999999999996,0.44400000000000006,0.35,0.442,0.27999999999999997
watch,0.4,0.25,0.27599999999999997,0.284,0.258
watch,0.4,0.25,0.27599999999999997,0.284,0.258
slow,0.3,0.442,0.378,0.33799999999999997,0.37
crisis,0.20400000000000001,0.504,0.6719999999999999,0.764,0.33999999999999997
win friend,0.89,0.271,0.281,0.266,0.22999999999999998
win friend,0.89,0.271,0.281,0.266,0.22999999999999998
win friend,0.89,0.271,0.281,0.266,0.22999999999999998
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998
win friend,0.89,0.271,0.281,0.266,0.22999999999999998
money,0.8460000000000001,0.41200000000000003,0.384,0.404,0.40599999999999997
watch,0.4,0.25,0.27599999999999997,0.284,0.258
luxury prestige,0.762,0.253,0.242,0.258,0.261
advantage easy,0.73,0.258,0.24100000000000002,0.251,0.233
music,0.852,0.32599999999999996,0.358,0.264,0.244
crisis,0.20400000000000001,0.504,0.6719999999999999,0.764,0.33999999999999997
chance,0.5940000000000001,0.304,0.33199999999999996,0.45,0.27799999999999997
cook,0.596,0.27,0.24,0.26,0.242
