A,B,C,D,E,F 
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
home power,0.756,0.313,0.313,0.37,0.269
home power,0.756,0.313,0.313,0.37,0.269
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
respect,0.8160000000000001,0.3,0.288,0.316,0.246
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free learn building complete,0.6373333333333334,0.27266666666666667,0.2573333333333333,0.2926666666666667,0.23
free learn building complete,0.6373333333333334,0.27266666666666667,0.2573333333333333,0.2926666666666667,0.23
free learn building complete,0.6373333333333334,0.27266666666666667,0.2573333333333333,0.2926666666666667,0.23
free useful,0.791,0.242,0.23099999999999996,0.24699999999999997,0.221
free quick,0.6890000000000001,0.248,0.246,0.274,0.223
free kids,0.8690000000000001,0.27999999999999997,0.26799999999999996,0.31100000000000005,0.23399999999999999
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
too,0,0,0,0,0
board,0.284,0.312,0.27599999999999997,0.27599999999999997,0.262
respect,0.8160000000000001,0.3,0.288,0.316,0.246
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free learn building complete,0.6373333333333334,0.27266666666666667,0.2573333333333333,0.2926666666666667,0.23
board,0.284,0.312,0.27599999999999997,0.27599999999999997,0.262
board,0.284,0.312,0.27599999999999997,0.27599999999999997,0.262
free learn building complete,0.6373333333333334,0.27266666666666667,0.2573333333333333,0.2926666666666667,0.23
free learn building complete,0.6373333333333334,0.27266666666666667,0.2573333333333333,0.2926666666666667,0.23
free learn building complete,0.6373333333333334,0.27266666666666667,0.2573333333333333,0.2926666666666667,0.23
free learn building complete,0.6373333333333334,0.27266666666666667,0.2573333333333333,0.2926666666666667,0.23
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free learn building complete,0.6373333333333334,0.27266666666666667,0.2573333333333333,0.2926666666666667,0.23
free learn building complete,0.6373333333333334,0.27266666666666667,0.2573333333333333,0.2926666666666667,0.23
free learn building complete,0.6373333333333334,0.27266666666666667,0.2573333333333333,0.2926666666666667,0.23
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
time,0.414,0.356,0.39,0.43200000000000005,0.264
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
party,0.8619999999999999,0.252,0.248,0.27599999999999997,0.252
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
most not,0,0,0,0,0
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
art,0.686,0.348,0.376,0.314,0.32799999999999996
art,0.686,0.348,0.376,0.314,0.32799999999999996
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
respect,0.8160000000000001,0.3,0.288,0.316,0.246
life,0.9119999999999999,0.356,0.4,0.404,0.272
little,0,0,0,0,0
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
power,0.692,0.34199999999999997,0.27999999999999997,0.476,0.294
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
life,0.9119999999999999,0.356,0.4,0.404,0.272
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
saint dead alive,0.6026666666666666,0.31599999999999995,0.398,0.38066666666666665,0.282
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free part,0.5940000000000001,0.24299999999999997,0.26399999999999996,0.27,0.23500000000000001
free quick,0.6890000000000001,0.248,0.246,0.274,0.223
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
alone,0.254,0.368,0.73,0.6599999999999999,0.312
free kids,0.8690000000000001,0.27999999999999997,0.26799999999999996,0.31100000000000005,0.23399999999999999
free useful,0.791,0.242,0.23099999999999996,0.24699999999999997,0.221
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
part,0.316,0.256,0.298,0.274,0.252
time,0.414,0.356,0.39,0.43200000000000005,0.264
part,0.316,0.256,0.298,0.274,0.252
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
dream,0.794,0.308,0.356,0.364,0.284
free useful,0.791,0.242,0.23099999999999996,0.24699999999999997,0.221
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free kids,0.8690000000000001,0.27999999999999997,0.26799999999999996,0.31100000000000005,0.23399999999999999
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free kids,0.8690000000000001,0.27999999999999997,0.26799999999999996,0.31100000000000005,0.23399999999999999
free kids,0.8690000000000001,0.27999999999999997,0.26799999999999996,0.31100000000000005,0.23399999999999999
free kids,0.8690000000000001,0.27999999999999997,0.26799999999999996,0.31100000000000005,0.23399999999999999
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free kids,0.8690000000000001,0.27999999999999997,0.26799999999999996,0.31100000000000005,0.23399999999999999
free kids,0.8690000000000001,0.27999999999999997,0.26799999999999996,0.31100000000000005,0.23399999999999999
free kids,0.8690000000000001,0.27999999999999997,0.26799999999999996,0.31100000000000005,0.23399999999999999
free kids,0.8690000000000001,0.27999999999999997,0.26799999999999996,0.31100000000000005,0.23399999999999999
free quick,0.6890000000000001,0.248,0.246,0.274,0.223
free quick,0.6890000000000001,0.248,0.246,0.274,0.223
free quick,0.6890000000000001,0.248,0.246,0.274,0.223
free quick,0.6890000000000001,0.248,0.246,0.274,0.223
free useful,0.791,0.242,0.23099999999999996,0.24699999999999997,0.221
free quick,0.6890000000000001,0.248,0.246,0.274,0.223
free useful,0.791,0.242,0.23099999999999996,0.24699999999999997,0.221
free useful,0.791,0.242,0.23099999999999996,0.24699999999999997,0.221
scared,0.22799999999999998,0.48200000000000004,0.604,0.818,0.366
free useful,0.791,0.242,0.23099999999999996,0.24699999999999997,0.221
free useful,0.791,0.242,0.23099999999999996,0.24699999999999997,0.221
free useful,0.791,0.242,0.23099999999999996,0.24699999999999997,0.221
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
red,0.458,0.47000000000000003,0.282,0.388,0.264
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
scared,0.22799999999999998,0.48200000000000004,0.604,0.818,0.366
scared,0.22799999999999998,0.48200000000000004,0.604,0.818,0.366
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
scared,0.22799999999999998,0.48200000000000004,0.604,0.818,0.366
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
home much,0.82,0.284,0.346,0.264,0.244
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
like,0,0,0,0,0
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free part,0.5940000000000001,0.24299999999999997,0.26399999999999996,0.27,0.23500000000000001
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
part,0.316,0.256,0.298,0.274,0.252
