A,B,C,D,E,F 
truth,0.734,0.306,0.33399999999999996,0.378,0.27999999999999997
truth,0.734,0.306,0.33399999999999996,0.378,0.27999999999999997
truth,0.734,0.306,0.33399999999999996,0.378,0.27999999999999997
truth,0.734,0.306,0.33399999999999996,0.378,0.27999999999999997
health,0.8460000000000001,0.33399999999999996,0.376,0.446,0.294
health,0.8460000000000001,0.33399999999999996,0.376,0.446,0.294
part,0.316,0.256,0.298,0.274,0.252
health,0.8460000000000001,0.33399999999999996,0.376,0.446,0.294
alert like,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
contents context,0.29100000000000004,0.24,0.23200000000000004,0.251,0.22699999999999995
people enjoy like more book,0.8280999999999998,0.5309999999999999,0.53,0.5092,0.47800000000000004
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
not satisfied,0.1960000000000001,0.776,0.766,0.754,0.7779999999999999
sick dead not alive,0.22,0.5633333333333332,0.678,0.6246666666666667,0.5526666666666666
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
sick dead not,0.24299999999999997,0.45899999999999996,0.64,0.575,0.44299999999999995
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
part,0.316,0.256,0.298,0.274,0.252
strong quick love,0.718,0.30733333333333335,0.312,0.3406666666666666,0.23533333333333328
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
useful secure,0.7609999999999999,0.24,0.24500000000000002,0.265,0.22599999999999998
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
world not,0.5860000000000001,0.32,0.366,0.352,0.308
beach,0.892,0.23199999999999998,0.266,0.27799999999999997,0.23199999999999998
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
complete,0,0,0,0,0
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
key,0.422,0.266,0.244,0.25,0.22599999999999998
inspire trust,0.796,0.269,0.274,0.305,0.246
key,0.422,0.266,0.244,0.25,0.22599999999999998
people,0.626,0.382,0.38,0.386,0.344
not satisfied,0.1960000000000001,0.776,0.766,0.754,0.7779999999999999
not satisfied,0.1960000000000001,0.776,0.766,0.754,0.7779999999999999
complete,0,0,0,0,0
context,0.27799999999999997,0.252,0.24,0.244,0.22599999999999998
failure,0.22799999999999998,0.732,0.8119999999999999,0.78,0.572
inspire trust,0.796,0.269,0.274,0.305,0.246
inspire trust,0.796,0.269,0.274,0.305,0.246
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
love not,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
people,0.626,0.382,0.38,0.386,0.344
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
key,0.422,0.266,0.244,0.25,0.22599999999999998
key,0.422,0.266,0.244,0.25,0.22599999999999998
key,0.422,0.266,0.244,0.25,0.22599999999999998
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
people,0.626,0.382,0.38,0.386,0.344
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
key,0.422,0.266,0.244,0.25,0.22599999999999998
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
custom,0.442,0.242,0.256,0.236,0.23399999999999999
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
not,0,0,0,0,0
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
quality green,0.6679999999999999,0.255,0.251,0.233,0.24100000000000002
quality green,0.6679999999999999,0.255,0.251,0.233,0.24100000000000002
key,0.422,0.266,0.244,0.25,0.22599999999999998
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
people people,0.626,0.382,0.38,0.386,0.344
machine face power,0.5619999999999999,0.34933333333333333,0.3186666666666666,0.404,0.30666666666666664
food,0.75,0.294,0.252,0.262,0.322
food,0.75,0.294,0.252,0.262,0.322
food,0.75,0.294,0.252,0.262,0.322
talent table hard,0.47733333333333333,0.3013333333333333,0.27133333333333337,0.312,0.24200000000000002
key,0.422,0.266,0.244,0.25,0.22599999999999998
not,0,0,0,0,0
talent table hard,0.47733333333333333,0.3013333333333333,0.27133333333333337,0.312,0.24200000000000002
talent table hard,0.47733333333333333,0.3013333333333333,0.27133333333333337,0.312,0.24200000000000002
very hell,0.11499999999999999,0.323,0.329,0.386,0.27599999999999997
success,0.8560000000000001,0.22799999999999998,0.244,0.32599999999999996,0.22000000000000003
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
friendly table,0.612,0.22400000000000003,0.21800000000000003,0.221,0.217
friendly table,0.612,0.22400000000000003,0.21800000000000003,0.221,0.217
mind,0.5980000000000001,0.384,0.4,0.42800000000000005,0.352
friendly,0.9179999999999999,0.22400000000000003,0.21800000000000003,0.21800000000000003,0.21200000000000002
identity,0.49400000000000005,0.282,0.266,0.316,0.22400000000000003
friendly table,0.612,0.22400000000000003,0.21800000000000003,0.221,0.217
boy,0.5980000000000001,0.33399999999999996,0.34199999999999997,0.34199999999999997,0.32
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
more learn,0.353,0.16999999999999998,0.152,0.16599999999999998,0.11100000000000002
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
friendly table,0.612,0.22400000000000003,0.21800000000000003,0.221,0.217
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
alert social,0.571,0.28500000000000003,0.266,0.396,0.23600000000000004
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
hope more,0.8140000000000001,0.22000000000000003,0.27,0.264,0.22000000000000003
not,0,0,0,0,0
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
more learn,0.353,0.16999999999999998,0.152,0.16599999999999998,0.11100000000000002
more learn,0.353,0.16999999999999998,0.152,0.16599999999999998,0.11100000000000002
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
custom,0.442,0.242,0.256,0.236,0.23399999999999999
time learn more,0.5599999999999999,0.348,0.347,0.382,0.24300000000000002
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
nice,0.8539999999999999,0.22200000000000003,0.23199999999999998,0.22799999999999998,0.22400000000000003
any more answer,0.23500000000000001,0.142,0.135,0.15,0.11100000000000002
quality,0.71,0.29,0.268,0.252,0.254
world,0.5860000000000001,0.32,0.366,0.352,0.308
paper,0.322,0.354,0.302,0.302,0.316
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
health chance,0.7200000000000001,0.319,0.354,0.44800000000000006,0.286
failure,0.22799999999999998,0.732,0.8119999999999999,0.78,0.572
more,0,0,0,0,0
friendly table,0.612,0.22400000000000003,0.21800000000000003,0.221,0.217
time learn more,0.5599999999999999,0.348,0.347,0.382,0.24300000000000002
love not,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
love not,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
love not,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
option,0.5780000000000001,0.264,0.238,0.314,0.21600000000000003
more,0,0,0,0,0
more,0,0,0,0,0
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
time learn more,0.5599999999999999,0.348,0.347,0.382,0.24300000000000002
time learn more,0.5599999999999999,0.348,0.347,0.382,0.24300000000000002
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
alert time,0.4109999999999999,0.34,0.331,0.446,0.26
time learn more,0.5599999999999999,0.348,0.347,0.382,0.24300000000000002
time learn more,0.5599999999999999,0.348,0.347,0.382,0.24300000000000002
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
safe holiday,0.8789999999999999,0.22000000000000003,0.254,0.256,0.21200000000000002
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
not,0,0,0,0,0
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
more,0,0,0,0,0
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
more,0,0,0,0,0
more,0,0,0,0,0
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
waterfall,0.8099999999999999,0.22799999999999998,0.24,0.318,0.22599999999999998
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
alert fantasy game,0.6426666666666667,0.31333333333333335,0.284,0.3346666666666666,0.24666666666666667
alert fantasy game,0.6426666666666667,0.31333333333333335,0.284,0.3346666666666666,0.24666666666666667
not,0,0,0,0,0
not,0,0,0,0,0
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
not,0,0,0,0,0
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
secure,0.8119999999999999,0.22599999999999998,0.258,0.302,0.22799999999999998
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
more,0,0,0,0,0
most learn,0.6354,0.306,0.2736,0.2988,0.19980000000000003
most learn,0.6354,0.306,0.2736,0.2988,0.19980000000000003
most learn,0.6354,0.306,0.2736,0.2988,0.19980000000000003
more more,0,0,0,0,0
key part,0.369,0.261,0.271,0.262,0.23899999999999996
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
most learn,0.6354,0.306,0.2736,0.2988,0.19980000000000003
not,0,0,0,0,0
much,0,0,0,0,0
outstanding,0.784,0.236,0.22999999999999998,0.244,0.23399999999999999
like,0,0,0,0,0
alert improve,0.6,0.29100000000000004,0.261,0.37699999999999995,0.23399999999999999
part,0.316,0.256,0.298,0.274,0.252
most learn,0.6354,0.306,0.2736,0.2988,0.19980000000000003
most learn,0.6354,0.306,0.2736,0.2988,0.19980000000000003
alert custom,0.425,0.28300000000000003,0.264,0.348,0.24500000000000002
alert social,0.571,0.28500000000000003,0.266,0.396,0.23600000000000004
time,0.414,0.356,0.39,0.43200000000000005,0.264
alert social,0.571,0.28500000000000003,0.266,0.396,0.23600000000000004
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
song imagine,0.763,0.29100000000000004,0.341,0.29900000000000004,0.246
idea,0.612,0.264,0.266,0.264,0.242
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
part,0.316,0.256,0.298,0.274,0.252
part,0.316,0.256,0.298,0.274,0.252
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert social,0.571,0.28500000000000003,0.266,0.396,0.23600000000000004
alert social,0.571,0.28500000000000003,0.266,0.396,0.23600000000000004
not,0,0,0,0,0
outstanding,0.784,0.236,0.22999999999999998,0.244,0.23399999999999999
alert person,0.531,0.386,0.36100000000000004,0.454,0.327
alert person,0.531,0.386,0.36100000000000004,0.454,0.327
time,0.414,0.356,0.39,0.43200000000000005,0.264
context more,0.27799999999999997,0.252,0.24,0.244,0.22599999999999998
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
friend,0.906,0.272,0.298,0.262,0.22599999999999998
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
part,0.316,0.256,0.298,0.274,0.252
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
respect,0.8160000000000001,0.3,0.288,0.316,0.246
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
wagon,0.38,0.238,0.244,0.264,0.246
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
not more,0,0,0,0,0
talent table hard,0.47733333333333333,0.3013333333333333,0.27133333333333337,0.312,0.24200000000000002
talent table hard,0.47733333333333333,0.3013333333333333,0.27133333333333337,0.312,0.24200000000000002
talent table hard,0.47733333333333333,0.3013333333333333,0.27133333333333337,0.312,0.24200000000000002
outstanding,0.784,0.236,0.22999999999999998,0.244,0.23399999999999999
talent table hard,0.47733333333333333,0.3013333333333333,0.27133333333333337,0.312,0.24200000000000002
song imagine,0.763,0.29100000000000004,0.341,0.29900000000000004,0.246
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
love not,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
love not,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
controlling,0.262,0.564,0.398,0.438,0.422
controlling,0.262,0.564,0.398,0.438,0.422
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
talent table hard,0.47733333333333333,0.3013333333333333,0.27133333333333337,0.312,0.24200000000000002
talent table hard,0.47733333333333333,0.3013333333333333,0.27133333333333337,0.312,0.24200000000000002
any,0,0,0,0,0
table,0.306,0.22400000000000003,0.21800000000000003,0.22400000000000003,0.22200000000000003
restaurant,0.702,0.272,0.262,0.266,0.296
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
tree,0.516,0.22400000000000003,0.22799999999999998,0.23399999999999999,0.21200000000000002
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
any good,0.11600000000000002,0.766,0.772,0.758,0.774
alert ocean,0.618,0.28500000000000003,0.269,0.44699999999999995,0.248
like like,0,0,0,0,0
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
secure,0.8119999999999999,0.22599999999999998,0.258,0.302,0.22799999999999998
secure,0.8119999999999999,0.22599999999999998,0.258,0.302,0.22799999999999998
quite pleasure,0.04800000000000004,0.7779999999999999,0.7779999999999999,0.748,0.756
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
quite pleasure,0.04800000000000004,0.7779999999999999,0.7779999999999999,0.748,0.756
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
secure,0.8119999999999999,0.22599999999999998,0.258,0.302,0.22799999999999998
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
secure,0.8119999999999999,0.22599999999999998,0.258,0.302,0.22799999999999998
secure,0.8119999999999999,0.22599999999999998,0.258,0.302,0.22799999999999998
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
any good,0.11600000000000002,0.766,0.772,0.758,0.774
any good,0.11600000000000002,0.766,0.772,0.758,0.774
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
answer,0.47000000000000003,0.284,0.27,0.3,0.22200000000000003
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
computer answer,0.504,0.32599999999999996,0.264,0.293,0.253
quick,0.506,0.266,0.262,0.282,0.22799999999999998
color,0.6940000000000001,0.268,0.288,0.284,0.246
too,0,0,0,0,0
method,0.314,0.252,0.25,0.258,0.244
love not,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
love not,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
love not,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
pretty pretty,0.8640000000000001,0.27599999999999997,0.318,0.292,0.264
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
song imagine,0.763,0.29100000000000004,0.341,0.29900000000000004,0.246
love not,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
love not,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
respect,0.8160000000000001,0.3,0.288,0.316,0.246
alert,0.40800000000000003,0.324,0.272,0.45999999999999996,0.256
