A,B,C,D,E,F,G 
more,0,0,0,0,0,Happiness
more,0,0,0,0,0,Happiness
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
flag,0.626,0.284,0.318,0.288,0.246,Happiness
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
more,0,0,0,0,0,Happiness
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
flag,0.626,0.284,0.318,0.288,0.246,Happiness
more,0,0,0,0,0,Happiness
flag,0.626,0.284,0.318,0.288,0.246,Happiness
flag,0.626,0.284,0.318,0.288,0.246,Happiness
flag,0.626,0.284,0.318,0.288,0.246,Happiness
flag,0.626,0.284,0.318,0.288,0.246,Happiness
flag,0.626,0.284,0.318,0.288,0.246,Happiness
flag,0.626,0.284,0.318,0.288,0.246,Happiness
flag,0.626,0.284,0.318,0.288,0.246,Happiness
flag,0.626,0.284,0.318,0.288,0.246,Happiness
flag,0.626,0.284,0.318,0.288,0.246,Happiness
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
waterfall,0.8099999999999999,0.22799999999999998,0.24,0.318,0.22599999999999998,Happiness
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
dark,0.362,0.32799999999999996,0.434,0.614,0.252,Fear
honor,0.8300000000000001,0.26,0.268,0.268,0.256,Happiness
honor honor,0.8300000000000001,0.26,0.268,0.268,0.256,Happiness
honor,0.8300000000000001,0.26,0.268,0.268,0.256,Happiness
pie,0.772,0.244,0.238,0.23199999999999998,0.266,Happiness
face,0.624,0.368,0.4,0.372,0.348,Happiness
black bar,0.44800000000000006,0.433,0.46699999999999997,0.458,0.37,Sadness
family,0.922,0.294,0.3,0.248,0.21800000000000003,Happiness
much excitement,0.45599999999999996,0.125,0.11299999999999999,0.136,0.11299999999999999,Happiness
much excitement,0.45599999999999996,0.125,0.11299999999999999,0.136,0.11299999999999999,Happiness
option,0.5780000000000001,0.264,0.238,0.314,0.21600000000000003,Happiness
option,0.5780000000000001,0.264,0.238,0.314,0.21600000000000003,Happiness
face,0.624,0.368,0.4,0.372,0.348,Happiness
honor honor honor,0.8300000000000001,0.26,0.268,0.268,0.256,Happiness
face,0.624,0.368,0.4,0.372,0.348,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
honor honor honor,0.8300000000000001,0.26,0.268,0.268,0.256,Happiness
more,0,0,0,0,0,Happiness
like not,0,0,0,0,0,Happiness
enjoy,0,0,0,0,0,Happiness
honor honor,0.8300000000000001,0.26,0.268,0.268,0.256,Happiness
face,0.624,0.368,0.4,0.372,0.348,Happiness
face,0.624,0.368,0.4,0.372,0.348,Happiness
terrible,0.22000000000000003,0.562,0.616,0.562,0.41600000000000004,Sadness
much smooth,0.312,0.11599999999999999,0.11100000000000002,0.10800000000000001,0.11399999999999999,Happiness
much smooth,0.312,0.11599999999999999,0.11100000000000002,0.10800000000000001,0.11399999999999999,Happiness
savior,0.8039999999999999,0.236,0.27,0.292,0.22400000000000003,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
honor honor,0.8300000000000001,0.26,0.268,0.268,0.256,Happiness
broken,0.22799999999999998,0.5780000000000001,0.646,0.48200000000000004,0.33999999999999997,Sadness
more,0,0,0,0,0,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
absurd,0.256,0.39,0.268,0.264,0.32799999999999996,Anger
happy happy dark too,0.7446666666666667,0.2533333333333333,0.30066666666666664,0.3526666666666667,0.23066666666666666,Happiness
enjoy,0,0,0,0,0,Happiness
blue,0.53,0.288,0.5519999999999999,0.284,0.256,Sadness
thought,0.564,0.384,0.398,0.394,0.344,Happiness
like,0,0,0,0,0,Happiness
blue,0.53,0.288,0.5519999999999999,0.284,0.256,Sadness
enjoy,0,0,0,0,0,Happiness
useless,0.22200000000000003,0.544,0.544,0.41600000000000004,0.45599999999999996,Anger
like life,0.7295999999999999,0.28480000000000005,0.32,0.32320000000000004,0.21760000000000002,Happiness
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998,Happiness
blue,0.53,0.288,0.5519999999999999,0.284,0.256,Sadness
more,0,0,0,0,0,Happiness
treat wife quality,0.7846666666666666,0.27133333333333337,0.26333333333333336,0.264,0.232,Happiness
honor honor honor,0.8300000000000001,0.26,0.268,0.268,0.256,Happiness
happy happy dark too,0.7446666666666667,0.2533333333333333,0.30066666666666664,0.3526666666666667,0.23066666666666666,Happiness
thought,0.564,0.384,0.398,0.394,0.344,Happiness
thought,0.564,0.384,0.398,0.394,0.344,Happiness
dark save easy too,0.6173333333333333,0.26533333333333337,0.31,0.38266666666666665,0.22533333333333333,Happiness
thought,0.564,0.384,0.398,0.394,0.344,Happiness
not month,0.6679999999999999,0.764,0.758,0.748,0.772,Disgust
secure mail,0.76,0.251,0.264,0.293,0.23099999999999996,Happiness
thought,0.564,0.384,0.398,0.394,0.344,Happiness
privacy,0.618,0.304,0.288,0.316,0.23199999999999998,Happiness
privacy,0.618,0.304,0.288,0.316,0.23199999999999998,Happiness
thought,0.564,0.384,0.398,0.394,0.344,Happiness
enjoy,0,0,0,0,0,Happiness
dead space very waste,0.29600000000000004,0.33399999999999996,0.41300000000000003,0.39466666666666667,0.31233333333333335,Sadness
honor honor,0.8300000000000001,0.26,0.268,0.268,0.256,Happiness
part,0.316,0.256,0.298,0.274,0.252,Happiness
game space,0.609,0.30999999999999994,0.309,0.332,0.231,Happiness
most free,0.7848,0.207,0.207,0.2394,0.1962,Happiness
most free,0.7848,0.207,0.207,0.2394,0.1962,Happiness
enjoy,0,0,0,0,0,Happiness
