A,B,C,D,E,F 
serious dollar,0.491,0.321,0.305,0.333,0.261
life,0.9119999999999999,0.356,0.4,0.404,0.272
bold,0.512,0.354,0.274,0.33799999999999997,0.274
adventure,0.744,0.21600000000000003,0.21800000000000003,0.446,0.21000000000000002
win like,0.874,0.27,0.264,0.27,0.23399999999999999
home,0.82,0.284,0.346,0.264,0.244
improve,0.792,0.258,0.25,0.294,0.21200000000000002
any,0,0,0,0,0
not people,0.374,0.618,0.62,0.6140000000000001,0.656
not,0,0,0,0,0
engine,0.322,0.242,0.22799999999999998,0.262,0.262
blind nice,0.5449999999999999,0.34800000000000003,0.45999999999999996,0.421,0.24700000000000003
not industry,0.6220000000000001,0.6779999999999999,0.704,0.718,0.662
family family family family family family family family family,0.922,0.29400000000000004,0.3,0.248,0.218
bold,0.512,0.354,0.274,0.33799999999999997,0.274
education,0.764,0.29,0.258,0.3,0.24
never,0,0,0,0,0
board,0.284,0.312,0.27599999999999997,0.27599999999999997,0.262
more,0,0,0,0,0
advantage social,0.705,0.27,0.256,0.298,0.23200000000000004
any party,0.13800000000000007,0.748,0.752,0.724,0.748
any,0,0,0,0,0
doctor,0.548,0.35,0.352,0.546,0.282
cancer,0.20800000000000002,0.592,0.806,0.756,0.42000000000000004
board,0.284,0.312,0.27599999999999997,0.27599999999999997,0.262
hotel,0.584,0.25,0.27999999999999997,0.272,0.32
never,0,0,0,0,0
tool more,0.316,0.266,0.242,0.27,0.246
life,0.9119999999999999,0.356,0.4,0.404,0.272
quite,0,0,0,0,0
mind good idea,0.6980000000000001,0.294,0.298,0.31133333333333335,0.2733333333333333
like not bar,0.311,0.159,0.16299999999999998,0.16599999999999998,0.162
quite,0,0,0,0,0
more,0,0,0,0,0
suck,0,0,0,0,0
street natural,0.516,0.28300000000000003,0.278,0.346,0.27
world,0.5860000000000001,0.32,0.366,0.352,0.308
happy,0.9359999999999999,0.21600000000000003,0.23399999999999999,0.22200000000000003,0.22000000000000003
time too,0.414,0.356,0.39,0.43200000000000005,0.264
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
engine,0.322,0.242,0.22799999999999998,0.262,0.262
not,0,0,0,0,0
detail,0.43600000000000005,0.298,0.25,0.256,0.266
not life,0.08800000000000008,0.6439999999999999,0.6,0.596,0.728
vanity rock fame,0.48933333333333334,0.29733333333333334,0.2753333333333333,0.2946666666666667,0.2853333333333333
music,0.852,0.32599999999999996,0.358,0.264,0.244
family family family,0.9220000000000002,0.294,0.3,0.24799999999999997,0.21800000000000003
fall,0.528,0.302,0.3,0.34199999999999997,0.25
not,0,0,0,0,0
tool,0.316,0.266,0.242,0.27,0.246
music,0.852,0.32599999999999996,0.358,0.264,0.244
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
music,0.852,0.32599999999999996,0.358,0.264,0.244
not,0,0,0,0,0
music,0.852,0.32599999999999996,0.358,0.264,0.244
custom,0.442,0.242,0.256,0.236,0.23399999999999999
music,0.852,0.32599999999999996,0.358,0.264,0.244
sad not,0.22599999999999998,0.462,0.8699999999999999,0.45599999999999996,0.32999999999999996
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998
family not,0.922,0.294,0.3,0.248,0.21800000000000003
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998
more,0,0,0,0,0
serious dollar,0.491,0.321,0.305,0.333,0.261
beauty event,0.704,0.28700000000000003,0.294,0.27699999999999997,0.24900000000000003
patent,0.344,0.266,0.266,0.284,0.246
song,0.8099999999999999,0.346,0.43,0.286,0.262
never,0,0,0,0,0
most,0,0,0,0,0
time death like most,0.33199999999999996,0.49400000000000005,0.635,0.609,0.35300000000000004
nonsense,0.296,0.376,0.272,0.266,0.31
more,0,0,0,0,0
abortion,0.254,0.5660000000000001,0.746,0.584,0.602
more,0,0,0,0,0
time,0.414,0.356,0.39,0.43200000000000005,0.264
boy,0.5980000000000001,0.33399999999999996,0.34199999999999997,0.34199999999999997,0.32
money not like,0.8460000000000001,0.41200000000000003,0.384,0.404,0.40599999999999997
time death like most,0.33199999999999996,0.49400000000000005,0.635,0.609,0.35300000000000004
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
interest,0.636,0.284,0.27799999999999997,0.298,0.26
pretty pretty,0.8640000000000001,0.27599999999999997,0.318,0.292,0.264
knowledge,0.6799999999999999,0.23399999999999999,0.236,0.256,0.22999999999999998
more,0,0,0,0,0
time death like,0.33199999999999996,0.49400000000000005,0.635,0.609,0.35300000000000004
book,0.606,0.4,0.4,0.372,0.36
bar,0.622,0.318,0.32599999999999996,0.33199999999999996,0.324
engaged,0.866,0.256,0.262,0.44400000000000006,0.238
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
lawn easy,0.624,0.25,0.22799999999999998,0.238,0.238
hospital,0.288,0.358,0.6639999999999999,0.662,0.398
natural,0.648,0.27599999999999997,0.282,0.296,0.268
dream,0.794,0.308,0.356,0.364,0.284
hay hay,0.346,0.22799999999999998,0.22400000000000003,0.23399999999999999,0.254
tool more useful,0.3355,0.1965,0.179,0.192,0.179
taxi,0.384,0.316,0.26,0.36,0.368
tool more useful,0.3355,0.1965,0.179,0.192,0.179
bar,0.622,0.318,0.32599999999999996,0.33199999999999996,0.324
like social,0.5871999999999999,0.1968,0.20800000000000002,0.2656,0.1728
tool more useful,0.3355,0.1965,0.179,0.192,0.179
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
not market,0.5740000000000001,0.712,0.7220000000000001,0.704,0.7220000000000001
restaurant,0.702,0.272,0.262,0.266,0.296
like social,0.5871999999999999,0.1968,0.20800000000000002,0.2656,0.1728
engine,0.322,0.242,0.22799999999999998,0.262,0.262
girl gold,0.729,0.273,0.284,0.271,0.264
circle tree,0.45499999999999996,0.22599999999999998,0.23399999999999999,0.23700000000000002,0.21400000000000002
privacy,0.618,0.304,0.288,0.316,0.23199999999999998
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
tool more useful,0.3355,0.1965,0.179,0.192,0.179
lucky,0.866,0.27599999999999997,0.258,0.244,0.238
like like,0,0,0,0,0
mind mind,0.5980000000000001,0.384,0.4,0.42800000000000005,0.352
cake eat too,0.765,0.29900000000000004,0.316,0.288,0.304
event,0.524,0.284,0.294,0.27599999999999997,0.242
destroy slave,0.221,0.7390000000000001,0.71,0.604,0.55
never,0,0,0,0,0
engine,0.322,0.242,0.22799999999999998,0.262,0.262
never,0,0,0,0,0
market natural farm market,0.501,0.278,0.282,0.2925,0.294
like like,0,0,0,0,0
powerful,0.6679999999999999,0.32,0.256,0.45,0.262
youth flag,0.728,0.31399999999999995,0.339,0.301,0.26399999999999996
improve,0.792,0.258,0.25,0.294,0.21200000000000002
computer education,0.651,0.329,0.258,0.293,0.262
improve,0.792,0.258,0.25,0.294,0.21200000000000002
more,0,0,0,0,0
engine,0.322,0.242,0.22799999999999998,0.262,0.262
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997
engine,0.322,0.242,0.22799999999999998,0.262,0.262
hay hay,0.346,0.22799999999999998,0.22400000000000003,0.23399999999999999,0.254
lost,0.268,0.48600000000000004,0.58,0.6940000000000001,0.33199999999999996
office,0.38,0.42800000000000005,0.388,0.378,0.33999999999999997
engine,0.322,0.242,0.22799999999999998,0.262,0.262
red,0.458,0.47000000000000003,0.282,0.388,0.264
dead alive,0.542,0.356,0.47400000000000003,0.45499999999999996,0.31399999999999995
engine,0.322,0.242,0.22799999999999998,0.262,0.262
very useful,0.355,0.127,0.11599999999999999,0.11399999999999999,0.11200000000000002
event,0.524,0.284,0.294,0.27599999999999997,0.242
quick,0.506,0.266,0.262,0.282,0.22799999999999998
engine,0.322,0.242,0.22799999999999998,0.262,0.262
hay,0.346,0.22799999999999998,0.22400000000000003,0.23399999999999999,0.254
fear option,0.40099999999999997,0.359,0.371,0.5940000000000001,0.27199999999999996
sin,0.23399999999999999,0.544,0.562,0.5660000000000001,0.538
man,0.6679999999999999,0.396,0.362,0.36,0.33999999999999997
free more free easy,0.6973333333333334,0.189,0.19166666666666668,0.21233333333333335,0.1816666666666667
very useful,0.355,0.127,0.11599999999999999,0.11399999999999999,0.11200000000000002
tool more useful,0.3355,0.1965,0.179,0.192,0.179
mountain,0.5940000000000001,0.262,0.252,0.41600000000000004,0.236
watch,0.4,0.25,0.27599999999999997,0.284,0.258
hardly miracle,0.08000000000000007,0.774,0.746,0.752,0.774
not waste time any time,0.588,0.4826666666666667,0.5086666666666667,0.5466666666666666,0.45666666666666667
like,0,0,0,0,0
destroy like,0.22599999999999998,0.724,0.638,0.642,0.47000000000000003
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
improve,0.792,0.258,0.25,0.294,0.21200000000000002
dirty,0.256,0.45999999999999996,0.388,0.388,0.74
not,0,0,0,0,0
less,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
runner,0.516,0.27,0.246,0.254,0.24
child,0.8220000000000001,0.258,0.3,0.314,0.22999999999999998
street,0.384,0.29,0.274,0.396,0.272
table contents,0.305,0.22599999999999998,0.221,0.24100000000000002,0.225
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
more,0,0,0,0,0
time,0.414,0.356,0.39,0.43200000000000005,0.264
home,0.82,0.284,0.346,0.264,0.244
more,0,0,0,0,0
pizza,0.74,0.22999999999999998,0.21800000000000003,0.22999999999999998,0.288
lucky patent,0.605,0.271,0.262,0.26399999999999996,0.242
like fun,0.7456,0.16640000000000002,0.17120000000000002,0.17920000000000003,0.1648
tool,0.316,0.266,0.242,0.27,0.246
death,0.25,0.632,0.8800000000000001,0.786,0.442
bold love,0.728,0.347,0.35300000000000004,0.374,0.259
item,0.322,0.264,0.248,0.248,0.244
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
bold love,0.728,0.347,0.35300000000000004,0.374,0.259
item,0.322,0.264,0.248,0.248,0.244
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
knowledge,0.6799999999999999,0.23399999999999999,0.236,0.256,0.22999999999999998
learn more free,0.571,0.22749999999999998,0.20949999999999996,0.2325,0.16550000000000004
dirty,0.256,0.45999999999999996,0.388,0.388,0.74
like god,0.6272,0.22079999999999997,0.22559999999999997,0.3024,0.17440000000000003
part,0.316,0.256,0.298,0.274,0.252
computer,0.538,0.368,0.258,0.286,0.284
hay,0.346,0.22799999999999998,0.22400000000000003,0.23399999999999999,0.254
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
face,0.624,0.368,0.4,0.372,0.348
more,0,0,0,0,0
game,0.706,0.378,0.318,0.294,0.24
sky office,0.542,0.335,0.32,0.32699999999999996,0.27999999999999997
secure,0.8119999999999999,0.22599999999999998,0.258,0.302,0.22799999999999998
secure,0.8119999999999999,0.22599999999999998,0.258,0.302,0.22799999999999998
god,0.784,0.27599999999999997,0.282,0.378,0.21800000000000003
people,0.626,0.382,0.38,0.386,0.344
diploma,0.8480000000000001,0.21600000000000003,0.274,0.306,0.21200000000000002
hay,0.346,0.22799999999999998,0.22400000000000003,0.23399999999999999,0.254
pizza,0.74,0.22999999999999998,0.21800000000000003,0.22999999999999998,0.288
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997
music,0.852,0.32599999999999996,0.358,0.264,0.244
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997
music,0.852,0.32599999999999996,0.358,0.264,0.244
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
pet,0.8320000000000001,0.272,0.33199999999999996,0.248,0.254
life,0.9119999999999999,0.356,0.4,0.404,0.272
music,0.852,0.32599999999999996,0.358,0.264,0.244
music,0.852,0.32599999999999996,0.358,0.264,0.244
month,0.33199999999999996,0.236,0.242,0.252,0.22799999999999998
travel,0.772,0.244,0.258,0.366,0.22599999999999998
travel,0.772,0.244,0.258,0.366,0.22599999999999998
music,0.852,0.32599999999999996,0.358,0.264,0.244
knowledge,0.6799999999999999,0.23399999999999999,0.236,0.256,0.22999999999999998
killer,0.202,0.836,0.728,0.8619999999999999,0.73
dirty,0.256,0.45999999999999996,0.388,0.388,0.74
engine,0.322,0.242,0.22799999999999998,0.262,0.262
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
mountain,0.5940000000000001,0.262,0.252,0.41600000000000004,0.236
not,0,0,0,0,0
more free,0.43600000000000005,0.11499999999999999,0.11499999999999999,0.133,0.10900000000000001
snow snow,0.742,0.316,0.32999999999999996,0.27799999999999997,0.254
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
not,0,0,0,0,0
city machine,0.5,0.309,0.267,0.36100000000000004,0.26799999999999996
not any,0,0,0,0,0
criminal,0.20600000000000002,0.6639999999999999,0.5519999999999999,0.71,0.61
friend social social,0.7913333333333333,0.25466666666666665,0.27266666666666667,0.30866666666666664,0.21933333333333332
like like,0,0,0,0,0
more,0,0,0,0,0
birthday,0.922,0.22400000000000003,0.262,0.244,0.21600000000000003
friend social social,0.7913333333333333,0.25466666666666665,0.27266666666666667,0.30866666666666664,0.21933333333333332
killer,0.202,0.836,0.728,0.8619999999999999,0.73
king,0.546,0.282,0.24,0.32799999999999996,0.242
watch,0.4,0.25,0.27599999999999997,0.284,0.258
abortion,0.254,0.5660000000000001,0.746,0.584,0.602
more,0,0,0,0,0
tool,0.316,0.266,0.242,0.27,0.246
flood machine,0.302,0.4109999999999999,0.504,0.521,0.372
jelly fun,0.716,0.21500000000000002,0.21500000000000002,0.22300000000000003,0.23200000000000004
like,0,0,0,0,0
time,0.414,0.356,0.39,0.43200000000000005,0.264
like like,0,0,0,0,0
like,0,0,0,0,0
city machine,0.5,0.309,0.267,0.36100000000000004,0.26799999999999996
less,0,0,0,0,0
art,0.686,0.348,0.376,0.314,0.32799999999999996
nice people not,0.74,0.302,0.30599999999999994,0.307,0.284
education,0.764,0.29,0.258,0.3,0.24
party,0.8619999999999999,0.252,0.248,0.27599999999999997,0.252
too,0,0,0,0,0
event,0.524,0.284,0.294,0.27599999999999997,0.242
improve,0.792,0.258,0.25,0.294,0.21200000000000002
sad not,0.22599999999999998,0.462,0.8699999999999999,0.45599999999999996,0.32999999999999996
part,0.316,0.256,0.298,0.274,0.252
month,0.33199999999999996,0.236,0.242,0.252,0.22799999999999998
music,0.852,0.32599999999999996,0.358,0.264,0.244
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
movie,0.786,0.346,0.426,0.386,0.33199999999999996
bold free,0.692,0.292,0.252,0.302,0.246
bold free,0.692,0.292,0.252,0.302,0.246
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
man,0.6679999999999999,0.396,0.362,0.36,0.33999999999999997
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
bland,0.26,0.292,0.344,0.254,0.36
like like,0,0,0,0,0
knowledge not,0.6799999999999999,0.23399999999999999,0.236,0.256,0.22999999999999998
mountain,0.5940000000000001,0.262,0.252,0.41600000000000004,0.236
music,0.852,0.32599999999999996,0.358,0.264,0.244
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
bold free,0.692,0.292,0.252,0.302,0.246
abortion,0.254,0.5660000000000001,0.746,0.584,0.602
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
criminal,0.20600000000000002,0.6639999999999999,0.5519999999999999,0.71,0.61
music,0.852,0.32599999999999996,0.358,0.264,0.244
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
bold free,0.692,0.292,0.252,0.302,0.246
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
music,0.852,0.32599999999999996,0.358,0.264,0.244
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
bold free,0.692,0.292,0.252,0.302,0.246
engaged,0.866,0.256,0.262,0.44400000000000006,0.238
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
mind mind,0.5980000000000001,0.384,0.4,0.42800000000000005,0.352
criminal,0.20600000000000002,0.6639999999999999,0.5519999999999999,0.71,0.61
flood machine,0.302,0.4109999999999999,0.504,0.521,0.372
never,0,0,0,0,0
abortion,0.254,0.5660000000000001,0.746,0.584,0.602
birthday,0.922,0.22400000000000003,0.262,0.244,0.21600000000000003
music,0.852,0.32599999999999996,0.358,0.264,0.244
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
bold free,0.692,0.292,0.252,0.302,0.246
too,0,0,0,0,0
good engine engine,0.5093333333333334,0.23933333333333331,0.228,0.25533333333333336,0.25
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
music,0.852,0.32599999999999996,0.358,0.264,0.244
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244
bold free,0.692,0.292,0.252,0.302,0.246
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
abortion,0.254,0.5660000000000001,0.746,0.584,0.602
glass,0.378,0.272,0.282,0.368,0.23399999999999999
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418
criminal,0.20600000000000002,0.6639999999999999,0.5519999999999999,0.71,0.61
too,0,0,0,0,0
criminal,0.20600000000000002,0.6639999999999999,0.5519999999999999,0.71,0.61
engaged,0.866,0.256,0.262,0.44400000000000006,0.238
abortion,0.254,0.5660000000000001,0.746,0.584,0.602
engaged,0.866,0.256,0.262,0.44400000000000006,0.238
sad,0.22599999999999998,0.462,0.8699999999999999,0.45599999999999996,0.32999999999999996
romantic,0.8560000000000001,0.256,0.302,0.33199999999999996,0.242
crisis,0.20400000000000001,0.504,0.6719999999999999,0.764,0.33999999999999997
dark,0.362,0.32799999999999996,0.434,0.614,0.252
sad,0.22599999999999998,0.462,0.8699999999999999,0.45599999999999996,0.32999999999999996
romantic,0.8560000000000001,0.256,0.302,0.33199999999999996,0.242
hope free,0.843,0.225,0.25,0.265,0.21900000000000003
criminal,0.20600000000000002,0.6639999999999999,0.5519999999999999,0.71,0.61
hope free,0.843,0.225,0.25,0.265,0.21900000000000003
dark,0.362,0.32799999999999996,0.434,0.614,0.252
doctor,0.548,0.35,0.352,0.546,0.282
tool,0.316,0.266,0.242,0.27,0.246
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998
world,0.5860000000000001,0.32,0.366,0.352,0.308
luxury prestige,0.762,0.253,0.242,0.258,0.261
taxi,0.384,0.316,0.26,0.36,0.368
memory people memories,0.7093333333333334,0.3953333333333333,0.4713333333333333,0.37399999999999994,0.33266666666666667
tool,0.316,0.266,0.242,0.27,0.246
tool,0.316,0.266,0.242,0.27,0.246
more,0,0,0,0,0
family,0.922,0.294,0.3,0.248,0.21800000000000003
lost,0.268,0.48600000000000004,0.58,0.6940000000000001,0.33199999999999996
crisis,0.20400000000000001,0.504,0.6719999999999999,0.764,0.33999999999999997
month,0.33199999999999996,0.236,0.242,0.252,0.22799999999999998
most,0,0,0,0,0
god,0.784,0.27599999999999997,0.282,0.378,0.21800000000000003
door,0.346,0.306,0.282,0.308,0.264
flood machine,0.302,0.4109999999999999,0.504,0.521,0.372
like,0,0,0,0,0
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
poison,0.20400000000000001,0.558,0.546,0.76,0.5820000000000001
mountain,0.5940000000000001,0.262,0.252,0.41600000000000004,0.236
taxi,0.384,0.316,0.26,0.36,0.368
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
flood machine,0.302,0.4109999999999999,0.504,0.521,0.372
like,0,0,0,0,0
like,0,0,0,0,0
news free,0.65,0.32399999999999995,0.36,0.366,0.31799999999999995
never quick,0.49400000000000005,0.734,0.738,0.718,0.772
education home,0.792,0.28700000000000003,0.302,0.28200000000000003,0.242
birthday,0.922,0.22400000000000003,0.262,0.244,0.21600000000000003
snow snow,0.742,0.316,0.32999999999999996,0.27799999999999997,0.254
any chance,0.40599999999999997,0.696,0.6679999999999999,0.55,0.7220000000000001
earth very earth people,0.5706666666666665,0.29733333333333334,0.3236666666666667,0.32166666666666666,0.2836666666666667
very not,0,0,0,0,0
not,0,0,0,0,0
radio liberty,0.719,0.288,0.284,0.25199999999999995,0.24500000000000002
snow snow,0.742,0.316,0.32999999999999996,0.27799999999999997,0.254
body,0.5860000000000001,0.33399999999999996,0.33599999999999997,0.316,0.372
win like,0.874,0.27,0.264,0.27,0.23399999999999999
beautiful,0.9019999999999999,0.244,0.264,0.262,0.236
green autumn christmas gift,0.8045,0.2375,0.278,0.236,0.2285
blossom cake,0.7859999999999999,0.23399999999999999,0.258,0.223,0.24000000000000005
office,0.38,0.42800000000000005,0.388,0.378,0.33999999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
hit,0.312,0.646,0.506,0.5559999999999999,0.45599999999999996
event,0.524,0.284,0.294,0.27599999999999997,0.242
improve,0.792,0.258,0.25,0.294,0.21200000000000002
home,0.82,0.284,0.346,0.264,0.244
improve,0.792,0.258,0.25,0.294,0.21200000000000002
improve,0.792,0.258,0.25,0.294,0.21200000000000002
birthday,0.922,0.22400000000000003,0.262,0.244,0.21600000000000003
not,0,0,0,0,0
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998
chair,0.33999999999999997,0.22599999999999998,0.22599999999999998,0.24,0.21800000000000003
office,0.38,0.42800000000000005,0.388,0.378,0.33999999999999997
most news,0.38520000000000004,0.3762,0.441,0.4194,0.3762
office,0.38,0.42800000000000005,0.388,0.378,0.33999999999999997
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998
man,0.6679999999999999,0.396,0.362,0.36,0.33999999999999997
black,0.274,0.548,0.608,0.584,0.41600000000000004
door,0.346,0.306,0.282,0.308,0.264
hard,0.32999999999999996,0.44400000000000006,0.35,0.442,0.27999999999999997
hope,0.8140000000000001,0.22000000000000003,0.27,0.264,0.22000000000000003
