A,B,C,D,E,F,G 
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
hammer free,0.567,0.297,0.24299999999999997,0.29300000000000004,0.23200000000000004,Happiness
key,0.422,0.266,0.244,0.25,0.22599999999999998,Happiness
key,0.422,0.266,0.244,0.25,0.22599999999999998,Happiness
wonder,0.644,0.242,0.27599999999999997,0.32,0.238,Happiness
most not,0,0,0,0,0,Happiness
hammer free,0.567,0.297,0.24299999999999997,0.29300000000000004,0.23200000000000004,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
more like,0,0,0,0,0,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
more history,0.2,0.15,0.17099999999999999,0.154,0.153,Happiness
more like,0,0,0,0,0,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
less secure,0.18800000000000008,0.774,0.742,0.6980000000000001,0.772,Anger
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
like,0,0,0,0,0,Happiness
like,0,0,0,0,0,Happiness
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25,Happiness
option,0.5780000000000001,0.264,0.238,0.314,0.21600000000000003,Happiness
weapon,0.254,0.632,0.532,0.796,0.484,Fear
less,0,0,0,0,0,Happiness
more,0,0,0,0,0,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
any answer,0.53,0.716,0.73,0.7,0.7779999999999999,Disgust
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003,Happiness
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
more history,0.2,0.15,0.17099999999999999,0.154,0.153,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
like,0,0,0,0,0,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
not,0,0,0,0,0,Happiness
part,0.316,0.256,0.298,0.274,0.252,Happiness
tree game,0.611,0.301,0.273,0.26399999999999996,0.22599999999999998,Happiness
tree game,0.611,0.301,0.273,0.26399999999999996,0.22599999999999998,Happiness
present,0.8099999999999999,0.252,0.27,0.272,0.22400000000000003,Happiness
key,0.422,0.266,0.244,0.25,0.22599999999999998,Happiness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
complete,0,0,0,0,0,Happiness
more,0,0,0,0,0,Happiness
not,0,0,0,0,0,Happiness
much,0,0,0,0,0,Happiness
complete,0,0,0,0,0,Happiness
machine man,0.5189999999999999,0.367,0.319,0.362,0.309,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
never,0,0,0,0,0,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
never,0,0,0,0,0,Happiness
music,0.852,0.32599999999999996,0.358,0.264,0.244,Happiness
favor,0.632,0.26,0.22799999999999998,0.25,0.258,Happiness
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
love hate hate,0.5740000000000001,0.576,0.54,0.523,0.42400000000000004,Anger
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
more like,0,0,0,0,0,Happiness
more like,0,0,0,0,0,Happiness
more like,0,0,0,0,0,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
more,0,0,0,0,0,Happiness
love hate hate,0.5740000000000001,0.576,0.54,0.523,0.42400000000000004,Anger
present,0.8099999999999999,0.252,0.27,0.272,0.22400000000000003,Happiness
music,0.852,0.32599999999999996,0.358,0.264,0.244,Happiness
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003,Happiness
music,0.852,0.32599999999999996,0.358,0.264,0.244,Happiness
panic,0.24,0.46799999999999997,0.508,0.792,0.33599999999999997,Fear
panic,0.24,0.46799999999999997,0.508,0.792,0.33599999999999997,Fear
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
freedom,0.884,0.256,0.286,0.33799999999999997,0.22999999999999998,Happiness
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003,Happiness
not not,0,0,0,0,0,Happiness
nice,0.8539999999999999,0.22200000000000003,0.23199999999999998,0.22799999999999998,0.22400000000000003,Happiness
freedom,0.884,0.256,0.286,0.33799999999999997,0.22999999999999998,Happiness
coin any,0.44800000000000006,0.24,0.22799999999999998,0.22400000000000003,0.24,Happiness
favor,0.632,0.26,0.22799999999999998,0.25,0.258,Happiness
very,0,0,0,0,0,Happiness
writer,0.53,0.32999999999999996,0.39,0.316,0.286,Happiness
writer,0.53,0.32999999999999996,0.39,0.316,0.286,Happiness
writer,0.53,0.32999999999999996,0.39,0.316,0.286,Happiness
woman,0.712,0.344,0.364,0.352,0.268,Happiness
writer,0.53,0.32999999999999996,0.39,0.316,0.286,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
writer,0.53,0.32999999999999996,0.39,0.316,0.286,Happiness
writer,0.53,0.32999999999999996,0.39,0.316,0.286,Happiness
writer,0.53,0.32999999999999996,0.39,0.316,0.286,Happiness
love hate hate,0.5740000000000001,0.576,0.54,0.523,0.42400000000000004,Anger
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
more history,0.2,0.15,0.17099999999999999,0.154,0.153,Happiness
memory,0.6719999999999999,0.4,0.49400000000000005,0.384,0.33799999999999997,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
memory,0.6719999999999999,0.4,0.49400000000000005,0.384,0.33799999999999997,Happiness
coin any,0.44800000000000006,0.24,0.22799999999999998,0.22400000000000003,0.24,Happiness
coin any,0.44800000000000006,0.24,0.22799999999999998,0.22400000000000003,0.24,Happiness
learn lamp,0.529,0.28200000000000003,0.267,0.28099999999999997,0.22300000000000003,Happiness
memory,0.6719999999999999,0.4,0.49400000000000005,0.384,0.33799999999999997,Happiness
memory,0.6719999999999999,0.4,0.49400000000000005,0.384,0.33799999999999997,Happiness
not,0,0,0,0,0,Happiness
not,0,0,0,0,0,Happiness
coin coin,0.44800000000000006,0.24,0.22799999999999998,0.22400000000000003,0.24,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
easy,0.784,0.22200000000000003,0.22999999999999998,0.238,0.21800000000000003,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
book knowledge,0.643,0.317,0.31799999999999995,0.314,0.29500000000000004,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
learn lamp,0.529,0.28200000000000003,0.267,0.28099999999999997,0.22300000000000003,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
freedom,0.884,0.256,0.286,0.33799999999999997,0.22999999999999998,Happiness
hospital,0.288,0.358,0.6639999999999999,0.662,0.398,Sadness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
spring,0.874,0.236,0.246,0.236,0.242,Happiness
not not,0,0,0,0,0,Happiness
not hand,0.6140000000000001,0.748,0.754,0.754,0.764,Disgust
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
learn lamp,0.529,0.28200000000000003,0.267,0.28099999999999997,0.22300000000000003,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
most not,0,0,0,0,0,Happiness
most not,0,0,0,0,0,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
learn lamp,0.529,0.28200000000000003,0.267,0.28099999999999997,0.22300000000000003,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
tool machine,0.343,0.302,0.259,0.317,0.262,Happiness
hell too,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
not,0,0,0,0,0,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
proud,0.636,0.31,0.258,0.316,0.252,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
coin any,0.44800000000000006,0.24,0.22799999999999998,0.22400000000000003,0.24,Happiness
music,0.852,0.32599999999999996,0.358,0.264,0.244,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
music,0.852,0.32599999999999996,0.358,0.264,0.244,Happiness
music,0.852,0.32599999999999996,0.358,0.264,0.244,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
letter,0.584,0.264,0.296,0.296,0.242,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998,Happiness
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998,Happiness
coin any,0.44800000000000006,0.24,0.22799999999999998,0.22400000000000003,0.24,Happiness
sleep,0.858,0.244,0.298,0.262,0.236,Happiness
runner fish,0.514,0.24900000000000003,0.255,0.262,0.281,Happiness
coin any,0.44800000000000006,0.24,0.22799999999999998,0.22400000000000003,0.24,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
more,0,0,0,0,0,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
part,0.316,0.256,0.298,0.274,0.252,Happiness
part,0.316,0.256,0.298,0.274,0.252,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
not,0,0,0,0,0,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
never,0,0,0,0,0,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
like learn,0.5648,0.272,0.24320000000000003,0.2656,0.17760000000000004,Happiness
fear,0.22400000000000003,0.454,0.504,0.874,0.32799999999999996,Fear
privacy,0.618,0.304,0.288,0.316,0.23199999999999998,Happiness
present,0.8099999999999999,0.252,0.27,0.272,0.22400000000000003,Happiness
book,0.606,0.4,0.4,0.372,0.36,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
cancer,0.20800000000000002,0.592,0.806,0.756,0.42000000000000004,Sadness
red,0.458,0.47000000000000003,0.282,0.388,0.264,Anger
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
like learn,0.5648,0.272,0.24320000000000003,0.2656,0.17760000000000004,Happiness
most powerful,0.6012,0.28800000000000003,0.23040000000000002,0.40499999999999997,0.2358,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
tool,0.316,0.266,0.242,0.27,0.246,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
fear,0.22400000000000003,0.454,0.504,0.874,0.32799999999999996,Fear
fear,0.22400000000000003,0.454,0.504,0.874,0.32799999999999996,Fear
like learn,0.5648,0.272,0.24320000000000003,0.2656,0.17760000000000004,Happiness
fear,0.22400000000000003,0.454,0.504,0.874,0.32799999999999996,Fear
fear,0.22400000000000003,0.454,0.504,0.874,0.32799999999999996,Fear
fear,0.22400000000000003,0.454,0.504,0.874,0.32799999999999996,Fear
fear,0.22400000000000003,0.454,0.504,0.874,0.32799999999999996,Fear
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
fear,0.22400000000000003,0.454,0.504,0.874,0.32799999999999996,Fear
like,0,0,0,0,0,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
phase,0.394,0.364,0.358,0.33599999999999997,0.31,Happiness
learn lamp,0.529,0.28200000000000003,0.267,0.28099999999999997,0.22300000000000003,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
improve,0.792,0.258,0.25,0.294,0.21200000000000002,Happiness
learn lamp,0.529,0.28200000000000003,0.267,0.28099999999999997,0.22300000000000003,Happiness
easy,0.784,0.22200000000000003,0.22999999999999998,0.238,0.21800000000000003,Happiness
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
history any,0.4,0.3,0.34199999999999997,0.308,0.306,Happiness
very,0,0,0,0,0,Happiness
god man,0.726,0.33599999999999997,0.32199999999999995,0.369,0.279,Happiness
not,0,0,0,0,0,Happiness
good hate hate much,0.5439999999999999,0.5229999999999999,0.438,0.43900000000000006,0.41500000000000004,Happiness
key,0.422,0.266,0.244,0.25,0.22599999999999998,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
book,0.606,0.4,0.4,0.372,0.36,Happiness
key,0.422,0.266,0.244,0.25,0.22599999999999998,Happiness
book,0.606,0.4,0.4,0.372,0.36,Happiness
book,0.606,0.4,0.4,0.372,0.36,Happiness
freedom,0.884,0.256,0.286,0.33799999999999997,0.22999999999999998,Happiness
sleep,0.858,0.244,0.298,0.262,0.236,Happiness
present,0.8099999999999999,0.252,0.27,0.272,0.22400000000000003,Happiness
like learn,0.5648,0.272,0.24320000000000003,0.2656,0.17760000000000004,Happiness
more history,0.2,0.15,0.17099999999999999,0.154,0.153,Happiness
part,0.316,0.256,0.298,0.274,0.252,Happiness
complete python quick,0.384,0.301,0.28300000000000003,0.496,0.35300000000000004,Fear
natural,0.648,0.27599999999999997,0.282,0.296,0.268,Happiness
more money,0.42300000000000004,0.20600000000000002,0.192,0.202,0.20299999999999999,Happiness
cliff,0.308,0.286,0.32599999999999996,0.628,0.248,Fear
like learn,0.5648,0.272,0.24320000000000003,0.2656,0.17760000000000004,Happiness
nice,0.8539999999999999,0.22200000000000003,0.23199999999999998,0.22799999999999998,0.22400000000000003,Happiness
like learn,0.5648,0.272,0.24320000000000003,0.2656,0.17760000000000004,Happiness
like learn,0.5648,0.272,0.24320000000000003,0.2656,0.17760000000000004,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
like,0,0,0,0,0,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
most powerful,0.6012,0.28800000000000003,0.23040000000000002,0.40499999999999997,0.2358,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
like learn,0.5648,0.272,0.24320000000000003,0.2656,0.17760000000000004,Happiness
secure,0.8119999999999999,0.22599999999999998,0.258,0.302,0.22799999999999998,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
most powerful,0.6012,0.28800000000000003,0.23040000000000002,0.40499999999999997,0.2358,Happiness
not,0,0,0,0,0,Happiness
python part,0.28900000000000003,0.296,0.301,0.492,0.36500000000000005,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
adventure part,0.53,0.23600000000000004,0.258,0.36,0.231,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
learn lamp,0.529,0.28200000000000003,0.267,0.28099999999999997,0.22300000000000003,Happiness
like,0,0,0,0,0,Happiness
like,0,0,0,0,0,Happiness
adventure part,0.53,0.23600000000000004,0.258,0.36,0.231,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003,Happiness
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003,Happiness
writer,0.53,0.32999999999999996,0.39,0.316,0.286,Happiness
like,0,0,0,0,0,Happiness
part love,0.63,0.298,0.36500000000000005,0.34199999999999997,0.248,Happiness
kind music enjoy,0.843,0.274,0.29000000000000004,0.23500000000000001,0.227,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
writer,0.53,0.32999999999999996,0.39,0.316,0.286,Happiness
writer,0.53,0.32999999999999996,0.39,0.316,0.286,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
kind music enjoy,0.843,0.274,0.29000000000000004,0.23500000000000001,0.227,Happiness
part love,0.63,0.298,0.36500000000000005,0.34199999999999997,0.248,Happiness
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
time more,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244,Happiness
time more,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
time more,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
learn lamp,0.529,0.28200000000000003,0.267,0.28099999999999997,0.22300000000000003,Happiness
most powerful,0.6012,0.28800000000000003,0.23040000000000002,0.40499999999999997,0.2358,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
most powerful,0.6012,0.28800000000000003,0.23040000000000002,0.40499999999999997,0.2358,Happiness
