A,B,C,D,E,F,G 
tennis,0.542,0.248,0.22200000000000003,0.256,0.244,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
more idea,0.306,0.132,0.133,0.132,0.121,Happiness
more idea,0.306,0.132,0.133,0.132,0.121,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244,Happiness
people,0.626,0.382,0.38,0.386,0.344,Happiness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
most world,0.5274,0.28800000000000003,0.3294,0.3168,0.2772,Happiness
watch time,0.40700000000000003,0.30300000000000005,0.333,0.358,0.261,Happiness
time metal,0.355,0.316,0.32999999999999996,0.364,0.24699999999999997,Fear
hell hit,0.271,0.646,0.5820000000000001,0.6639999999999999,0.5039999999999999,Fear
fall fall,0.528,0.302,0.3,0.34199999999999997,0.25,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
win chance win too powerful,0.6857,0.259,0.25339999999999996,0.315,0.2258,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
win chance win too powerful,0.6857,0.259,0.25339999999999996,0.315,0.2258,Happiness
much water,0.341,0.12,0.12,0.136,0.11399999999999999,Happiness
safe,0.8240000000000001,0.20400000000000001,0.21800000000000003,0.272,0.20600000000000002,Happiness
world,0.5860000000000001,0.32,0.366,0.352,0.308,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
time free,0.643,0.293,0.30999999999999994,0.34900000000000003,0.24100000000000002,Happiness
watch time,0.40700000000000003,0.30300000000000005,0.333,0.358,0.261,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
complete,0,0,0,0,0,Happiness
complete,0,0,0,0,0,Happiness
love,0.944,0.33999999999999997,0.43200000000000005,0.41,0.244,Happiness
complete,0,0,0,0,0,Happiness
quick,0.506,0.266,0.262,0.282,0.22799999999999998,Happiness
watch time,0.40700000000000003,0.30300000000000005,0.333,0.358,0.261,Happiness
watch time,0.40700000000000003,0.30300000000000005,0.333,0.358,0.261,Happiness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
engine,0.322,0.242,0.22799999999999998,0.262,0.262,Happiness
engine,0.322,0.242,0.22799999999999998,0.262,0.262,Happiness
chance win too powerful,0.6229333333333333,0.25533333333333336,0.24986666666666668,0.33,0.22306666666666664,Happiness
sun hell,0.539,0.45499999999999996,0.45,0.524,0.38999999999999996,Happiness
news free,0.65,0.32399999999999995,0.36,0.366,0.31799999999999995,Happiness
complete,0,0,0,0,0,Happiness
cute,0.8779999999999999,0.22400000000000003,0.236,0.21800000000000003,0.22400000000000003,Happiness
proud,0.636,0.31,0.258,0.316,0.252,Happiness
complete,0,0,0,0,0,Happiness
complete,0,0,0,0,0,Happiness
writer,0.53,0.32999999999999996,0.39,0.316,0.286,Happiness
complete,0,0,0,0,0,Happiness
complete,0,0,0,0,0,Happiness
complete,0,0,0,0,0,Happiness
complete,0,0,0,0,0,Happiness
complete,0,0,0,0,0,Happiness
month time,0.37299999999999994,0.296,0.316,0.34199999999999997,0.246,Happiness
much water,0.341,0.12,0.12,0.136,0.11399999999999999,Happiness
custom,0.442,0.242,0.256,0.236,0.23399999999999999,Happiness
any,0,0,0,0,0,Happiness
much water,0.341,0.12,0.12,0.136,0.11399999999999999,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418,Sadness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
habit,0.39,0.366,0.312,0.32799999999999996,0.33799999999999997,Happiness
much water,0.341,0.12,0.12,0.136,0.11399999999999999,Happiness
habit,0.39,0.366,0.312,0.32799999999999996,0.33799999999999997,Happiness
habit,0.39,0.366,0.312,0.32799999999999996,0.33799999999999997,Happiness
earth,0.724,0.33999999999999997,0.394,0.386,0.33799999999999997,Happiness
people,0.626,0.382,0.38,0.386,0.344,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
much water,0.341,0.12,0.12,0.136,0.11399999999999999,Happiness
totally,0,0,0,0,0,Happiness
earth,0.724,0.33999999999999997,0.394,0.386,0.33799999999999997,Happiness
much water,0.341,0.12,0.12,0.136,0.11399999999999999,Happiness
people,0.626,0.382,0.38,0.386,0.344,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
beautiful swift,0.655,0.244,0.25,0.256,0.22599999999999998,Happiness
totally,0,0,0,0,0,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
swift,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
watch time,0.40700000000000003,0.30300000000000005,0.333,0.358,0.261,Happiness
watch time,0.40700000000000003,0.30300000000000005,0.333,0.358,0.261,Happiness
more,0,0,0,0,0,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
watch time,0.40700000000000003,0.30300000000000005,0.333,0.358,0.261,Happiness
watch time,0.40700000000000003,0.30300000000000005,0.333,0.358,0.261,Happiness
too office,0.22799999999999998,0.25680000000000003,0.23279999999999998,0.22679999999999997,0.20400000000000001,Anger
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
people free space,0.67,0.2846666666666666,0.30333333333333334,0.3406666666666666,0.2613333333333333,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
friend,0.906,0.272,0.298,0.262,0.22599999999999998,Happiness
complete,0,0,0,0,0,Happiness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
name,0.508,0.298,0.27799999999999997,0.264,0.252,Happiness
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418,Sadness
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418,Sadness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
sin watch,0.317,0.397,0.41899999999999993,0.425,0.398,Fear
free fire,0.5740000000000001,0.368,0.409,0.48599999999999993,0.29300000000000004,Happiness
free time,0.643,0.293,0.30999999999999994,0.34900000000000003,0.24100000000000002,Happiness
serious,0.29,0.384,0.368,0.394,0.258,Fear
fall,0.528,0.302,0.3,0.34199999999999997,0.25,Happiness
watch,0.4,0.25,0.27599999999999997,0.284,0.258,Happiness
complete machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
any book,0.394,0.6,0.6,0.6279999999999999,0.64,Disgust
good wonder,0.764,0.238,0.25199999999999995,0.281,0.23199999999999998,Happiness
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418,Sadness
gold,0.722,0.23399999999999999,0.22000000000000003,0.21600000000000003,0.258,Happiness
progress most engine,0.5069,0.2209,0.21459999999999999,0.2589,0.2239,Happiness
gold,0.722,0.23399999999999999,0.22000000000000003,0.21600000000000003,0.258,Happiness
people success,0.741,0.305,0.312,0.356,0.28200000000000003,Happiness
people success,0.741,0.305,0.312,0.356,0.28200000000000003,Happiness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
people success,0.741,0.305,0.312,0.356,0.28200000000000003,Happiness
umbrella,0.426,0.292,0.298,0.256,0.27999999999999997,Happiness
air,0.5820000000000001,0.21600000000000003,0.22400000000000003,0.242,0.24,Happiness
home win,0.8469999999999999,0.277,0.305,0.267,0.23899999999999996,Happiness
watch,0.4,0.25,0.27599999999999997,0.284,0.258,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
hit home,0.5660000000000001,0.465,0.426,0.41,0.35,Happiness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
knowledge,0.6799999999999999,0.23399999999999999,0.236,0.256,0.22999999999999998,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
crash swift,0.323,0.404,0.45599999999999996,0.48900000000000005,0.325,Fear
tool,0.316,0.266,0.242,0.27,0.246,Happiness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
romantic,0.8560000000000001,0.256,0.302,0.33199999999999996,0.242,Happiness
watch swift,0.404,0.24699999999999997,0.25599999999999995,0.267,0.23700000000000002,Happiness
umbrella,0.426,0.292,0.298,0.256,0.27999999999999997,Happiness
wish,0.818,0.262,0.32799999999999996,0.288,0.21800000000000003,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
more,0,0,0,0,0,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
watch swift,0.404,0.24699999999999997,0.25599999999999995,0.267,0.23700000000000002,Happiness
not not,0,0,0,0,0,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
umbrella,0.426,0.292,0.298,0.256,0.27999999999999997,Happiness
world,0.5860000000000001,0.32,0.366,0.352,0.308,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
computer time,0.476,0.362,0.324,0.359,0.274,Happiness
computer time,0.476,0.362,0.324,0.359,0.274,Happiness
city hope world beautiful brave,0.7252,0.2636,0.28,0.3176,0.2464,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
computer time,0.476,0.362,0.324,0.359,0.274,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
news free,0.65,0.32399999999999995,0.36,0.366,0.31799999999999995,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
passion,0.86,0.344,0.288,0.316,0.268,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
column swift,0.336,0.244,0.24299999999999997,0.25,0.221,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
radio hell,0.44499999999999995,0.485,0.47800000000000004,0.5,0.41,Fear
rusty,0.246,0.33799999999999997,0.344,0.32999999999999996,0.45,Disgust
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
grass hell,0.394,0.44800000000000006,0.442,0.5029999999999999,0.39399999999999996,Fear
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
mind any time heart time,0.585,0.4149999999999999,0.437,0.4335000000000001,0.4035,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
progress most engine,0.5069,0.2209,0.21459999999999999,0.2589,0.2239,Happiness
progress most engine,0.5069,0.2209,0.21459999999999999,0.2589,0.2239,Happiness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
waste time,0.325,0.454,0.43200000000000005,0.396,0.44699999999999995,Anger
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
dark fantasy,0.5880000000000001,0.28300000000000003,0.348,0.43200000000000005,0.248,Happiness
chance win too powerful,0.6229333333333333,0.25533333333333336,0.24986666666666668,0.33,0.22306666666666664,Happiness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
good people free,0.794,0.28200000000000003,0.2793333333333333,0.298,0.26266666666666666,Happiness
cash free cash,0.8413333333333334,0.29,0.2833333333333333,0.3073333333333333,0.2860000000000001,Happiness
cash free cash,0.8413333333333334,0.29,0.2833333333333333,0.3073333333333333,0.2860000000000001,Happiness
mail time complete,0.5609999999999999,0.316,0.32999999999999996,0.358,0.24900000000000003,Happiness
progress most engine,0.5069,0.2209,0.21459999999999999,0.2589,0.2239,Happiness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998,Happiness
beautiful,0.9019999999999999,0.244,0.264,0.262,0.236,Happiness
more,0,0,0,0,0,Happiness
health,0.8460000000000001,0.33399999999999996,0.376,0.446,0.294,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
nice,0.8539999999999999,0.22200000000000003,0.23199999999999998,0.22799999999999998,0.22400000000000003,Happiness
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
travel,0.772,0.244,0.258,0.366,0.22599999999999998,Happiness
earth song hell,0.588,0.444,0.494,0.48133333333333334,0.384,Happiness
easy hell,0.507,0.434,0.44399999999999995,0.505,0.38499999999999995,Happiness
education hell,0.497,0.46799999999999997,0.458,0.5359999999999999,0.396,Fear
sleep save,0.782,0.24500000000000002,0.28200000000000003,0.279,0.221,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
more,0,0,0,0,0,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003,Happiness
not,0,0,0,0,0,Happiness
sleep save,0.782,0.24500000000000002,0.28200000000000003,0.279,0.221,Happiness
part,0.316,0.256,0.298,0.274,0.252,Happiness
jewel,0.772,0.22999999999999998,0.22999999999999998,0.21800000000000003,0.22400000000000003,Happiness
news free,0.65,0.32399999999999995,0.36,0.366,0.31799999999999995,Happiness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
confused,0.23399999999999999,0.46399999999999997,0.45599999999999996,0.42000000000000004,0.286,Anger
good,0.884,0.23399999999999999,0.22799999999999998,0.242,0.22599999999999998,Happiness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
star radio,0.724,0.271,0.27,0.23399999999999999,0.24500000000000002,Happiness
truth,0.734,0.306,0.33399999999999996,0.378,0.27999999999999997,Happiness
hope,0.8140000000000001,0.22000000000000003,0.27,0.264,0.22000000000000003,Happiness
friend,0.906,0.272,0.298,0.262,0.22599999999999998,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
adorable overwhelmed,0.5589999999999999,0.374,0.352,0.381,0.267,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
free game,0.789,0.304,0.274,0.27999999999999997,0.229,Happiness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418,Sadness
delight,0.9400000000000001,0.21800000000000003,0.22599999999999998,0.22599999999999998,0.21600000000000003,Happiness
more,0,0,0,0,0,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
news couple trust,0.6866666666666668,0.338,0.37466666666666665,0.39,0.31133333333333335,Happiness
confused,0.23399999999999999,0.46399999999999997,0.45599999999999996,0.42000000000000004,0.286,Anger
child hell,0.526,0.45199999999999996,0.479,0.5429999999999999,0.39099999999999996,Fear
quiet,0.45,0.284,0.42400000000000004,0.356,0.238,Happiness
book,0.606,0.4,0.4,0.372,0.36,Happiness
book,0.606,0.4,0.4,0.372,0.36,Happiness
hit home,0.5660000000000001,0.465,0.426,0.41,0.35,Happiness
more,0,0,0,0,0,Happiness
more,0,0,0,0,0,Happiness
more,0,0,0,0,0,Happiness
more,0,0,0,0,0,Happiness
more,0,0,0,0,0,Happiness
book,0.606,0.4,0.4,0.372,0.36,Happiness
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
knowledge,0.6799999999999999,0.23399999999999999,0.236,0.256,0.22999999999999998,Happiness
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997,Happiness
trunk,0.238,0.236,0.22999999999999998,0.298,0.236,Fear
news,0.42800000000000005,0.418,0.49000000000000005,0.466,0.418,Sadness
present,0.8099999999999999,0.252,0.27,0.272,0.22400000000000003,Happiness
present,0.8099999999999999,0.252,0.27,0.272,0.22400000000000003,Happiness
swift most,0.40800000000000003,0.244,0.236,0.25,0.21600000000000003,Happiness
custom,0.442,0.242,0.256,0.236,0.23399999999999999,Happiness
progress most engine,0.5069,0.2209,0.21459999999999999,0.2589,0.2239,Happiness
hell hit,0.271,0.646,0.5820000000000001,0.6639999999999999,0.5039999999999999,Fear
hell,0.22999999999999998,0.646,0.658,0.772,0.5519999999999999,Fear
