A,B,C,D,E,F 
pet,0.8320000000000001,0.272,0.33199999999999996,0.248,0.254
book,0.606,0.4,0.4,0.372,0.36
key more,0.422,0.266,0.244,0.25,0.22599999999999998
key more,0.422,0.266,0.244,0.25,0.22599999999999998
key more,0.422,0.266,0.244,0.25,0.22599999999999998
key more,0.422,0.266,0.244,0.25,0.22599999999999998
key more,0.422,0.266,0.244,0.25,0.22599999999999998
pet,0.8320000000000001,0.272,0.33199999999999996,0.248,0.254
quick,0.506,0.266,0.262,0.282,0.22799999999999998
life,0.9119999999999999,0.356,0.4,0.404,0.272
pet,0.8320000000000001,0.272,0.33199999999999996,0.248,0.254
fun frog,0.6839999999999999,0.223,0.23200000000000004,0.251,0.28600000000000003
fun frog,0.6839999999999999,0.223,0.23200000000000004,0.251,0.28600000000000003
fun frog,0.6839999999999999,0.223,0.23200000000000004,0.251,0.28600000000000003
engine,0.322,0.242,0.22799999999999998,0.262,0.262
engine,0.322,0.242,0.22799999999999998,0.262,0.262
less,0,0,0,0,0
book,0.606,0.4,0.4,0.372,0.36
less,0,0,0,0,0
quick,0.506,0.266,0.262,0.282,0.22799999999999998
quick,0.506,0.266,0.262,0.282,0.22799999999999998
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
part,0.316,0.256,0.298,0.274,0.252
free complete,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
engine,0.322,0.242,0.22799999999999998,0.262,0.262
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
engine,0.322,0.242,0.22799999999999998,0.262,0.262
book,0.606,0.4,0.4,0.372,0.36
book,0.606,0.4,0.4,0.372,0.36
machine more,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine more,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
engine,0.322,0.242,0.22799999999999998,0.262,0.262
machine more,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine more,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine more,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
engine,0.322,0.242,0.22799999999999998,0.262,0.262
part,0.316,0.256,0.298,0.274,0.252
part,0.316,0.256,0.298,0.274,0.252
complete,0,0,0,0,0
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
complete,0,0,0,0,0
more,0,0,0,0,0
engine,0.322,0.242,0.22799999999999998,0.262,0.262
complete,0,0,0,0,0
complete,0,0,0,0,0
engine,0.322,0.242,0.22799999999999998,0.262,0.262
more,0,0,0,0,0
engine,0.322,0.242,0.22799999999999998,0.262,0.262
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
safe,0.8240000000000001,0.20400000000000001,0.21800000000000003,0.272,0.20600000000000002
fraud,0.22799999999999998,0.614,0.45599999999999996,0.442,0.49400000000000005
face face,0.624,0.368,0.4,0.372,0.348
engine,0.322,0.242,0.22799999999999998,0.262,0.262
engine,0.322,0.242,0.22799999999999998,0.262,0.262
engine,0.322,0.242,0.22799999999999998,0.262,0.262
engine,0.322,0.242,0.22799999999999998,0.262,0.262
engine,0.322,0.242,0.22799999999999998,0.262,0.262
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine python,0.316,0.337,0.29,0.537,0.378
engine,0.322,0.242,0.22799999999999998,0.262,0.262
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine python,0.316,0.337,0.29,0.537,0.378
machine python,0.316,0.337,0.29,0.537,0.378
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
engine,0.322,0.242,0.22799999999999998,0.262,0.262
machine python,0.316,0.337,0.29,0.537,0.378
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
fraud,0.22799999999999998,0.614,0.45599999999999996,0.442,0.49400000000000005
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
engine,0.322,0.242,0.22799999999999998,0.262,0.262
fraud,0.22799999999999998,0.614,0.45599999999999996,0.442,0.49400000000000005
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
engine,0.322,0.242,0.22799999999999998,0.262,0.262
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
engine,0.322,0.242,0.22799999999999998,0.262,0.262
engine,0.322,0.242,0.22799999999999998,0.262,0.262
engine,0.322,0.242,0.22799999999999998,0.262,0.262
engine,0.322,0.242,0.22799999999999998,0.262,0.262
engine,0.322,0.242,0.22799999999999998,0.262,0.262
engine,0.322,0.242,0.22799999999999998,0.262,0.262
engine,0.322,0.242,0.22799999999999998,0.262,0.262
engine,0.322,0.242,0.22799999999999998,0.262,0.262
fraud,0.22799999999999998,0.614,0.45599999999999996,0.442,0.49400000000000005
fraud,0.22799999999999998,0.614,0.45599999999999996,0.442,0.49400000000000005
fraud,0.22799999999999998,0.614,0.45599999999999996,0.442,0.49400000000000005
fraud,0.22799999999999998,0.614,0.45599999999999996,0.442,0.49400000000000005
fraud,0.22799999999999998,0.614,0.45599999999999996,0.442,0.49400000000000005
fraud,0.22799999999999998,0.614,0.45599999999999996,0.442,0.49400000000000005
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
red,0.458,0.47000000000000003,0.282,0.388,0.264
watch machine quite,0.385,0.294,0.27599999999999997,0.324,0.26799999999999996
book,0.606,0.4,0.4,0.372,0.36
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
not,0,0,0,0,0
not,0,0,0,0,0
more,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
not,0,0,0,0,0
not,0,0,0,0,0
safe,0.8240000000000001,0.20400000000000001,0.21800000000000003,0.272,0.20600000000000002
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
not,0,0,0,0,0
not,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
safe,0.8240000000000001,0.20400000000000001,0.21800000000000003,0.272,0.20600000000000002
safe,0.8240000000000001,0.20400000000000001,0.21800000000000003,0.272,0.20600000000000002
more,0,0,0,0,0
safe,0.8240000000000001,0.20400000000000001,0.21800000000000003,0.272,0.20600000000000002
like,0,0,0,0,0
safe,0.8240000000000001,0.20400000000000001,0.21800000000000003,0.272,0.20600000000000002
safe,0.8240000000000001,0.20400000000000001,0.21800000000000003,0.272,0.20600000000000002
safe,0.8240000000000001,0.20400000000000001,0.21800000000000003,0.272,0.20600000000000002
safe,0.8240000000000001,0.20400000000000001,0.21800000000000003,0.272,0.20600000000000002
safe,0.8240000000000001,0.20400000000000001,0.21800000000000003,0.272,0.20600000000000002
safe,0.8240000000000001,0.20400000000000001,0.21800000000000003,0.272,0.20600000000000002
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
less,0,0,0,0,0
art,0.686,0.348,0.376,0.314,0.32799999999999996
happy,0.9359999999999999,0.21600000000000003,0.23399999999999999,0.22200000000000003,0.22000000000000003
quick blue,0.518,0.277,0.40700000000000003,0.28300000000000003,0.242
quick blue,0.518,0.277,0.40700000000000003,0.28300000000000003,0.242
quick blue,0.518,0.277,0.40700000000000003,0.28300000000000003,0.242
fun,0.932,0.20800000000000002,0.21400000000000002,0.22400000000000003,0.20600000000000002
art,0.686,0.348,0.376,0.314,0.32799999999999996
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
less,0,0,0,0,0
not,0,0,0,0,0
more,0,0,0,0,0
fun,0.932,0.20800000000000002,0.21400000000000002,0.22400000000000003,0.20600000000000002
fun,0.932,0.20800000000000002,0.21400000000000002,0.22400000000000003,0.20600000000000002
tool,0.316,0.266,0.242,0.27,0.246
python machine machine python,0.316,0.337,0.2899999999999999,0.537,0.378
fun,0.932,0.20800000000000002,0.21400000000000002,0.22400000000000003,0.20600000000000002
fun,0.932,0.20800000000000002,0.21400000000000002,0.22400000000000003,0.20600000000000002
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine machine python,0.33399999999999996,0.3373333333333333,0.28533333333333327,0.4793333333333333,0.3446666666666667
table,0.306,0.22400000000000003,0.21800000000000003,0.22400000000000003,0.22200000000000003
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
world,0.5860000000000001,0.32,0.366,0.352,0.308
quick blue,0.518,0.277,0.40700000000000003,0.28300000000000003,0.242
music,0.852,0.32599999999999996,0.358,0.264,0.244
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
not,0,0,0,0,0
confident,0.764,0.244,0.242,0.258,0.22400000000000003
confident,0.764,0.244,0.242,0.258,0.22400000000000003
not,0,0,0,0,0
confident,0.764,0.244,0.242,0.258,0.22400000000000003
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
less,0,0,0,0,0
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
less,0,0,0,0,0
python machine,0.316,0.337,0.29,0.537,0.378
less,0,0,0,0,0
not,0,0,0,0,0
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
not,0,0,0,0,0
not,0,0,0,0,0
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
tree game,0.611,0.301,0.273,0.26399999999999996,0.22599999999999998
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
less,0,0,0,0,0
learn machine,0.538,0.33899999999999997,0.29,0.348,0.25
less,0,0,0,0,0
soft,0.742,0.22999999999999998,0.25,0.23399999999999999,0.21600000000000003
less,0,0,0,0,0
natural,0.648,0.27599999999999997,0.282,0.296,0.268
tower,0.29,0.29,0.322,0.388,0.272
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
time,0.414,0.356,0.39,0.43200000000000005,0.264
less,0,0,0,0,0
less,0,0,0,0,0
bless,0.8220000000000001,0.21000000000000002,0.21200000000000002,0.20400000000000001,0.21000000000000002
more,0,0,0,0,0
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
python machine,0.316,0.337,0.29,0.537,0.378
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
more,0,0,0,0,0
wonder,0.644,0.242,0.27599999999999997,0.32,0.238
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
wonder,0.644,0.242,0.27599999999999997,0.32,0.238
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
more,0,0,0,0,0
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
more,0,0,0,0,0
more,0,0,0,0,0
art,0.686,0.348,0.376,0.314,0.32799999999999996
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
art,0.686,0.348,0.376,0.314,0.32799999999999996
art,0.686,0.348,0.376,0.314,0.32799999999999996
art,0.686,0.348,0.376,0.314,0.32799999999999996
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
not memory,0.328,0.6,0.506,0.616,0.662
like,0,0,0,0,0
art,0.686,0.348,0.376,0.314,0.32799999999999996
glass,0.378,0.272,0.282,0.368,0.23399999999999999
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
glass,0.378,0.272,0.282,0.368,0.23399999999999999
building,0.33399999999999996,0.248,0.238,0.27999999999999997,0.25
not memory,0.328,0.6,0.506,0.616,0.662
less not more,0,0,0,0,0
more,0,0,0,0,0
very nice,0.42699999999999994,0.11100000000000002,0.11599999999999999,0.11399999999999999,0.11200000000000002
game,0.706,0.378,0.318,0.294,0.24
not memory,0.328,0.6,0.506,0.616,0.662
not memory,0.328,0.6,0.506,0.616,0.662
not memory,0.328,0.6,0.506,0.616,0.662
game theory,0.508,0.32199999999999995,0.28500000000000003,0.285,0.24
time learn more,0.5599999999999999,0.348,0.347,0.382,0.24300000000000002
natural,0.648,0.27599999999999997,0.282,0.296,0.268
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
quick,0.506,0.266,0.262,0.282,0.22799999999999998
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
pain,0.22000000000000003,0.666,0.6719999999999999,0.6940000000000001,0.434
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
quick,0.506,0.266,0.262,0.282,0.22799999999999998
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
natural,0.648,0.27599999999999997,0.282,0.296,0.268
tower,0.29,0.29,0.322,0.388,0.272
art,0.686,0.348,0.376,0.314,0.32799999999999996
theory,0.31,0.266,0.252,0.27599999999999997,0.24
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
fun frog,0.6839999999999999,0.223,0.23200000000000004,0.251,0.28600000000000003
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
fun frog,0.6839999999999999,0.223,0.23200000000000004,0.251,0.28600000000000003
python machine machine python,0.316,0.337,0.2899999999999999,0.537,0.378
machine machine python,0.33399999999999996,0.3373333333333333,0.28533333333333327,0.4793333333333333,0.3446666666666667
part,0.316,0.256,0.298,0.274,0.252
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
